,Country,Sex,Age,Marital status
97279,Mozambique,Women,64,Single
97280,Saint Vincent and the Grenadines,Women,16,Single
97281,Ecuador,Women,27,Married
97282,Singapore,Women,22,Single
97283,New Caledonia,Men,21,Single
97284,Romania,Women,95,Single
97285,El Salvador,Men,61,Single
97286,Iran (Islamic Republic of),Men,96,Married
97287,Mayotte,Men,16,Single
97288,San Marino,Men,65,Married
97289,Finland,Men,44,Single
97290,Germany,Men,26,Single
97291,Republic of Korea,Men,52,Married
97292,Dominica,Women,94,Single
97293,Mozambique,Women,23,Single
97294,Saint Vincent and the Grenadines,Men,37,Married
97295,Azerbaijan,Women,82,Married
97296,State of Palestine,Women,63,Married
97297,Brunei Darussalam,Men,16,Single
97298,Croatia,Women,17,Single
97299,Saudi Arabia,Women,17,Single
97300,Spain,Men,92,Married
97301,Costa Rica,Men,78,Married
97302,Jamaica,Men,48,Single
97303,Trinidad and Tobago,Women,41,Single
97304,Montenegro,Women,44,Married
97305,Réunion,Women,89,Married
97306,Sweden,Men,71,Divorced
97307,Czech Republic,Men,79,Married
97308,Mexico,Men,88,Married
97309,Austria,Women,64,Single
97310,Bulgaria,Women,93,Single
97311,Estonia,Women,92,Married
97312,San Marino,Men,44,Married
97313,Argentina,Men,81,Married
97314,Panama,Women,51,Married
97315,State of Palestine,Men,64,Married
97316,Gibraltar,Men,32,Single
97317,Liechtenstein,Women,98,Single
97318,San Marino,Women,18,Single
97319,Turks and Caicos Islands,Women,99,Single
97320,Yemen,Women,24,Married
97321,Canada,Women,21,Single
97322,Anguilla,Men,95,Single
97323,Mongolia,Women,47,Married
97324,Palau,Men,20,Single
97325,Belgium,Men,60,Married
97326,Brazil,Women,54,Married
97327,Yemen,Women,85,Single
97328,Anguilla,Women,36,Married
97329,Slovakia,Women,15,Single
97330,Morocco,Women,31,Married
97331,Denmark,Men,36,Divorced
97332,Mozambique,Women,87,Single
97333,Jamaica,Men,56,Single
97334,Finland,Men,39,Married
97335,Tonga,Women,74,Married
97336,Lebanon,Men,72,Married
97337,Spain,Men,82,Married
97338,Argentina,Men,98,Single
97339,Thailand,Men,21,Single
97340,Austria,Women,21,Single
97341,Syrian Arab Republic,Women,78,Single
97342,France,Women,40,Married
97343,Tonga,Men,36,Married
97344,Sweden,Men,47,Single
97345,Greenland,Women,53,Married
97346,Republic of Korea,Women,38,Married
97347,French Polynesia,Men,83,Married
97348,Tonga,Women,86,Single
97349,Thailand,Women,56,Married
97350,Montenegro,Men,87,Married
97351,San Marino,Women,25,Married
97352,Morocco,Women,63,Single
97353,Slovenia,Women,43,Married
97354,San Marino,Men,71,Married
97355,Trinidad and Tobago,Men,97,Married
97356,Mozambique,Men,79,Married
97357,Yemen,Men,69,Married
97358,Australia,Women,25,Single
97359,Saint Lucia,Women,78,Single
97360,Cayman Islands,Women,46,Married
97361,Libya,Women,84,Married
97362,Algeria,Women,90,Single
97363,Estonia,Women,39,Divorced
97364,Trinidad and Tobago,Women,59,Married
97365,Ecuador,Men,40,Single
97366,Lebanon,Women,81,Married
97367,Azerbaijan,Men,54,Married
97368,El Salvador,Men,94,Single
97369,Aruba,Women,31,Married
97370,Dominica,Women,23,Single
97371,Mayotte,Men,74,Married
97372,Romania,Women,40,Married
97373,Croatia,Women,46,Divorced
97374,South Sudan,Men,93,Single
97375,Costa Rica,Men,17,Single
97376,Sudan,Men,46,Married
97377,Belgium,Women,48,Married
97378,Lao People's Democratic Republic,Men,30,Married
97379,Germany,Men,32,Married
97380,Lithuania,Men,62,Married
97381,Bulgaria,Women,86,Married
97382,Ireland,Women,29,Single
97383,Malta,Men,27,Single
97384,Mexico,Women,70,Single
97385,Lesotho,Women,27,Married
97386,Russian Federation,Men,76,Married
97387,Israel,Men,82,Married
97388,Spain,Men,85,Married
97389,Mozambique,Men,61,Single
97390,Netherlands,Women,17,Single
97391,Luxembourg,Women,64,Married
97392,Greece,Women,46,Married
97393,China,Men,82,Married
97394,Libya,Women,85,Single
97395,Antigua and Barbuda,Women,48,Married
97396,Morocco,Women,68,Single
97397,San Marino,Men,97,Married
97398,Mongolia,Women,74,Single
97399,France,Men,57,Single
97400,Israel,Men,28,Single
97401,Mexico,Men,57,Married
97402,Norway,Men,41,Married
97403,Saint Vincent and the Grenadines,Women,16,Single
97404,Liberia,Men,35,Single
97405,Anguilla,Men,78,Married
97406,Italy,Men,49,Married
97407,Bahrain,Men,30,Single
97408,State of Palestine,Women,64,Married
97409,Estonia,Men,77,Married
97410,Saint Lucia,Women,50,Single
97411,Kuwait,Women,16,Single
97412,Argentina,Women,97,Married
97413,Jamaica,Women,91,Single
97414,Latvia,Men,49,Divorced
97415,Turks and Caicos Islands,Men,73,Married
97416,Finland,Men,59,Married
97417,Switzerland,Women,36,Married
97418,Mexico,Women,73,Single
97419,Mongolia,Men,86,Single
97420,South Sudan,Men,55,Married
97421,Germany,Women,37,Married
97422,Israel,Men,46,Married
97423,Algeria,Women,50,Married
97424,Botswana,Men,88,Single
97425,Greece,Men,32,Married
97426,Spain,Women,87,Married
97427,Bulgaria,Women,67,Married
97428,Suriname,Men,43,Married
97429,Tajikistan,Women,53,Married
97430,Brazil,Men,96,Single
97431,Chile,Men,15,Single
97432,El Salvador,Women,24,Single
97433,French Guiana,Women,71,Single
97434,Italy,Women,85,Single
97435,Azerbaijan,Men,66,Married
97436,Suriname,Men,77,Single
97437,Norway,Women,87,Single
97438,Australia,Women,73,Married
97439,Brazil,Women,50,Single
97440,Estonia,Women,77,Married
97441,Dominica,Men,93,Single
97442,Kuwait,Men,80,Single
97443,Indonesia,Men,96,Married
97444,Cayman Islands,Men,58,Married
97445,Liberia,Men,79,Married
97446,Switzerland,Men,93,Married
97447,Ecuador,Women,17,Single
97448,Czech Republic,Men,43,Single
97449,Swaziland,Men,75,Married
97450,Argentina,Men,38,Single
97451,French Guiana,Women,97,Single
97452,Slovakia,Men,46,Married
97453,San Marino,Men,40,Married
97454,San Marino,Men,71,Married
97455,Bahrain,Women,27,Married
97456,Panama,Women,44,Single
97457,Slovenia,Women,59,Single
97458,China,Men,26,Married
97459,Morocco,Women,42,Married
97460,Trinidad and Tobago,Men,64,Married
97461,Uruguay,Women,34,Single
97462,Dominica,Men,36,Single
97463,Algeria,Men,22,Single
97464,Cuba,Men,93,Married
97465,United Arab Emirates,Women,30,Married
97466,Lesotho,Women,24,Married
97467,Romania,Women,52,Married
97468,State of Palestine,Women,99,Single
97469,Estonia,Men,97,Married
97470,Oman,Men,71,Married
97471,Lebanon,Women,35,Married
97472,Thailand,Men,78,Married
97473,Iran (Islamic Republic of),Men,46,Married
97474,Peru,Men,78,Single
97475,Lebanon,Women,63,Single
97476,United Kingdom,Men,28,Married
97477,Dominica,Men,39,Single
97478,Djibouti,Men,47,Married
97479,Syrian Arab Republic,Women,54,Married
97480,Azerbaijan,Men,24,Single
97481,Croatia,Men,37,Married
97482,Costa Rica,Men,73,Married
97483,Germany,Women,66,Married
97484,Swaziland,Men,74,Married
97485,Indonesia,Men,16,Single
97486,Aruba,Women,53,Single
97487,Hungary,Men,92,Married
97488,San Marino,Men,35,Married
97489,Norway,Men,62,Married
97490,South Sudan,Men,79,Married
97491,Libya,Women,93,Married
97492,Libya,Men,20,Single
97493,Brunei Darussalam,Women,49,Married
97494,Kuwait,Women,75,Single
97495,Lao People's Democratic Republic,Men,25,Married
97496,Lithuania,Women,24,Single
97497,Djibouti,Women,79,Single
97498,Mayotte,Women,76,Single
97499,Netherlands,Men,85,Married
97500,Lithuania,Women,92,Married
97501,Luxembourg,Men,50,Divorced
97502,Yemen,Women,70,Single
97503,Azerbaijan,Women,25,Married
97504,Venezuela (Bolivarian Republic of),Men,27,Married
97505,Finland,Women,75,Divorced
97506,Peru,Men,85,Single
97507,Libya,Women,56,Married
97508,Denmark,Men,95,Married
97509,Réunion,Women,56,Married
97510,Chile,Men,86,Married
97511,Russian Federation,Women,95,Single
97512,Indonesia,Women,46,Single
97513,Netherlands,Women,28,Single
97514,Italy,Women,52,Married
97515,Germany,Women,52,Married
97516,Libya,Women,74,Single
97517,French Polynesia,Women,22,Single
97518,Swaziland,Men,44,Married
97519,Japan,Men,58,Married
97520,Estonia,Men,65,Single
97521,Japan,Men,52,Married
97522,Indonesia,Women,61,Married
97523,Ireland,Women,68,Married
97524,Sweden,Men,69,Single
97525,Mongolia,Men,31,Single
97526,Tonga,Men,58,Married
97527,"China, Hong Kong SAR",Women,81,Single
97528,Yemen,Men,92,Married
97529,Lithuania,Men,27,Single
97530,Malaysia,Men,46,Married
97531,Netherlands,Men,50,Single
97532,Liberia,Women,19,Single
97533,Japan,Women,34,Married
97534,Switzerland,Women,98,Married
97535,Suriname,Women,39,Single
97536,Ireland,Women,75,Single
97537,Yemen,Men,21,Single
97538,Russian Federation,Women,81,Single
97539,Lebanon,Men,43,Married
97540,Slovakia,Men,16,Single
97541,El Salvador,Women,17,Single
97542,Denmark,Women,15,Single
97543,Venezuela (Bolivarian Republic of),Men,65,Single
97544,Mayotte,Women,31,Married
97545,Costa Rica,Women,28,Single
97546,Swaziland,Men,94,Married
97547,Panama,Men,50,Single
97548,Germany,Men,91,Single
97549,Denmark,Women,83,Divorced
97550,Argentina,Men,65,Married
97551,Democratic People's Republic of  of Korea,Men,98,Married
97552,China,Women,81,Single
97553,Lao People's Democratic Republic,Women,76,Single
97554,Palau,Women,43,Married
97555,Czech Republic,Women,60,Single
97556,Dominica,Men,34,Single
97557,French Polynesia,Men,58,Single
97558,New Zealand,Women,15,Single
97559,Cyprus,Women,68,Single
97560,Dominica,Men,43,Single
97561,Finland,Women,58,Single
97562,Slovenia,Men,83,Married
97563,Sudan,Men,35,Married
97564,Turks and Caicos Islands,Men,73,Married
97565,Bahrain,Men,77,Divorced
97566,Gibraltar,Women,31,Single
97567,France,Men,70,Single
97568,Anguilla,Women,93,Single
97569,Mayotte,Men,98,Married
97570,Azerbaijan,Women,58,Married
97571,Russian Federation,Women,56,Married
97572,Hungary,Women,47,Married
97573,Montenegro,Men,86,Married
97574,Swaziland,Men,94,Single
97575,Syrian Arab Republic,Men,78,Married
97576,Costa Rica,Men,20,Single
97577,Lebanon,Men,26,Single
97578,Singapore,Women,76,Single
97579,Brunei Darussalam,Men,58,Married
97580,Kuwait,Women,78,Single
97581,Democratic People's Republic of  of Korea,Women,24,Married
97582,Costa Rica,Men,31,Single
97583,"China, Hong Kong SAR",Women,80,Single
97584,Botswana,Men,83,Single
97585,Bermuda,Men,71,Married
97586,United Kingdom,Men,30,Single
97587,Sweden,Men,33,Married
97588,Lao People's Democratic Republic,Men,75,Married
97589,Kyrgyzstan,Men,44,Married
97590,Palau,Men,34,Single
97591,Slovakia,Women,16,Married
97592,Gibraltar,Men,64,Single
97593,Mexico,Men,83,Single
97594,Mongolia,Men,84,Married
97595,Greenland,Women,75,Married
97596,Kyrgyzstan,Men,91,Married
97597,Morocco,Men,96,Married
97598,Gibraltar,Men,58,Divorced
97599,Belize,Women,22,Married
97600,Réunion,Men,67,Married
97601,Indonesia,Men,50,Married
97602,New Zealand,Women,81,Married
97603,Syrian Arab Republic,Women,32,Married
97604,Saint Lucia,Women,97,Single
97605,United Kingdom,Men,97,Married
97606,Saint Vincent and the Grenadines,Women,27,Single
97607,Anguilla,Men,62,Married
97608,Switzerland,Men,56,Married
97609,Algeria,Men,54,Married
97610,Austria,Women,25,Single
97611,Denmark,Men,30,Divorced
97612,New Caledonia,Men,25,Single
97613,Liechtenstein,Women,63,Single
97614,Netherlands,Women,97,Single
97615,Yemen,Women,56,Single
97616,Bermuda,Women,73,Single
97617,Gibraltar,Women,81,Married
97618,Gibraltar,Men,93,Married
97619,Albania,Women,92,Married
97620,El Salvador,Women,47,Single
97621,Malaysia,Men,47,Married
97622,United Kingdom,Women,68,Married
97623,Sudan,Men,51,Married
97624,Cyprus,Women,15,Single
97625,Liechtenstein,Women,93,Married
97626,China,Women,26,Married
97627,Iran (Islamic Republic of),Men,84,Married
97628,Democratic People's Republic of  of Korea,Men,17,Single
97629,Aruba,Women,60,Married
97630,Azerbaijan,Men,31,Single
97631,Suriname,Women,79,Married
97632,Luxembourg,Men,53,Married
97633,Austria,Men,71,Married
97634,Mozambique,Men,34,Single
97635,Venezuela (Bolivarian Republic of),Women,45,Married
97636,Belize,Men,51,Married
97637,Antigua and Barbuda,Men,58,Single
97638,Yemen,Women,37,Married
97639,Estonia,Men,57,Married
97640,Trinidad and Tobago,Men,51,Divorced
97641,Anguilla,Men,41,Married
97642,Azerbaijan,Men,92,Married
97643,Tajikistan,Men,27,Married
97644,Tajikistan,Men,97,Married
97645,Antigua and Barbuda,Men,52,Married
97646,Gibraltar,Women,88,Married
97647,Djibouti,Women,94,Single
97648,Peru,Women,78,Single
97649,Djibouti,Women,59,Married
97650,Suriname,Women,17,Single
97651,Switzerland,Women,62,Married
97652,South Sudan,Women,55,Single
97653,Liberia,Men,15,Single
97654,Saint Lucia,Women,81,Single
97655,Costa Rica,Men,16,Single
97656,Denmark,Men,98,Divorced
97657,Jamaica,Men,51,Married
97658,Denmark,Women,36,Married
97659,Anguilla,Men,44,Married
97660,Swaziland,Women,33,Single
97661,Luxembourg,Women,98,Single
97662,Cyprus,Men,55,Married
97663,Bermuda,Women,40,Divorced
97664,Luxembourg,Women,66,Single
97665,Latvia,Men,47,Married
97666,Ecuador,Men,89,Single
97667,Germany,Women,82,Married
97668,Dominica,Men,24,Single
97669,Denmark,Women,32,Married
97670,Mexico,Women,24,Single
97671,Dominica,Men,32,Single
97672,Libya,Men,52,Married
97673,Mongolia,Women,26,Single
97674,Denmark,Women,96,Married
97675,Hungary,Women,55,Married
97676,Malta,Men,40,Married
97677,Argentina,Men,50,Married
97678,Denmark,Women,90,Married
97679,Slovakia,Men,29,Single
97680,Iran (Islamic Republic of),Men,72,Married
97681,Italy,Men,32,Single
97682,Netherlands Antilles,Women,54,Married
97683,Gibraltar,Women,29,Single
97684,Costa Rica,Men,93,Married
97685,Slovakia,Men,28,Single
97686,Panama,Women,64,Single
97687,Malta,Women,44,Single
97688,Bahrain,Women,36,Married
97689,Panama,Men,19,Single
97690,Iran (Islamic Republic of),Men,48,Married
97691,Italy,Men,76,Married
97692,Jamaica,Women,77,Married
97693,Saint Vincent and the Grenadines,Women,67,Married
97694,Libya,Women,22,Single
97695,"China, Hong Kong SAR",Women,83,Single
97696,United Arab Emirates,Men,43,Married
97697,Réunion,Women,68,Married
97698,Mongolia,Men,97,Married
97699,Italy,Women,74,Married
97700,Japan,Women,89,Single
97701,Democratic People's Republic of  of Korea,Women,69,Single
97702,Latvia,Women,37,Single
97703,Bulgaria,Men,21,Single
97704,Israel,Men,64,Married
97705,"China, Hong Kong SAR",Men,59,Married
97706,United Kingdom,Women,68,Married
97707,Slovakia,Women,43,Married
97708,Yemen,Men,80,Married
97709,Lithuania,Men,59,Married
97710,Peru,Women,35,Married
97711,Germany,Women,48,Single
97712,Lao People's Democratic Republic,Women,37,Married
97713,Libya,Men,21,Single
97714,Faeroe Islands,Women,15,Single
97715,Latvia,Women,58,Married
97716,Mozambique,Women,51,Single
97717,Liechtenstein,Women,80,Divorced
97718,Chile,Women,18,Single
97719,Anguilla,Men,22,Single
97720,Lithuania,Women,67,Married
97721,Finland,Men,81,Single
97722,Bulgaria,Women,65,Single
97723,Finland,Women,72,Divorced
97724,Austria,Women,99,Single
97725,Canada,Men,63,Married
97726,Libya,Men,93,Married
97727,Sudan,Women,22,Single
97728,France,Men,51,Married
97729,Costa Rica,Men,85,Single
97730,Republic of Korea,Men,28,Married
97731,Ireland,Men,87,Single
97732,Denmark,Men,71,Married
97733,Australia,Men,63,Married
97734,United Kingdom,Men,40,Married
97735,Saudi Arabia,Women,75,Married
97736,United Arab Emirates,Men,63,Married
97737,Norway,Men,37,Married
97738,Israel,Men,23,Single
97739,Faeroe Islands,Women,22,Married
97740,French Polynesia,Men,55,Married
97741,Lao People's Democratic Republic,Women,32,Married
97742,Philippines,Men,82,Single
97743,Gibraltar,Women,84,Married
97744,Spain,Men,65,Married
97745,French Polynesia,Women,67,Single
97746,Morocco,Men,58,Married
97747,Estonia,Men,70,Single
97748,Gibraltar,Men,21,Single
97749,Mayotte,Men,24,Single
97750,Albania,Women,34,Single
97751,Italy,Women,64,Single
97752,Netherlands,Men,43,Single
97753,South Sudan,Women,72,Single
97754,Czech Republic,Women,20,Single
97755,Tajikistan,Men,58,Married
97756,Brazil,Men,79,Single
97757,Venezuela (Bolivarian Republic of),Women,90,Single
97758,Slovenia,Women,40,Married
97759,Mozambique,Women,97,Single
97760,Germany,Women,84,Single
97761,Turks and Caicos Islands,Women,69,Single
97762,Russian Federation,Men,26,Married
97763,Croatia,Women,32,Single
97764,Greenland,Men,48,Single
97765,Oman,Women,91,Single
97766,Czech Republic,Men,77,Married
97767,Argentina,Women,93,Married
97768,Saint Lucia,Men,36,Single
97769,Réunion,Men,88,Married
97770,El Salvador,Women,24,Single
97771,Czech Republic,Men,21,Married
97772,Ireland,Men,71,Married
97773,Netherlands,Women,92,Married
97774,French Polynesia,Women,43,Single
97775,Antigua and Barbuda,Women,39,Married
97776,Suriname,Women,99,Single
97777,Lao People's Democratic Republic,Men,20,Married
97778,Kuwait,Men,83,Married
97779,Belarus,Women,93,Single
97780,Trinidad and Tobago,Women,28,Single
97781,Botswana,Women,98,Married
97782,Mongolia,Women,55,Married
97783,Luxembourg,Men,98,Married
97784,Saint Lucia,Men,79,Married
97785,Ireland,Men,74,Single
97786,State of Palestine,Men,38,Married
97787,French Guiana,Men,47,Married
97788,Dominica,Men,48,Married
97789,Norway,Men,77,Married
97790,Saint Lucia,Women,22,Single
97791,Mozambique,Men,59,Single
97792,Jamaica,Women,39,Single
97793,Botswana,Men,49,Single
97794,Thailand,Women,95,Single
97795,Morocco,Men,80,Single
97796,Austria,Women,27,Single
97797,Liechtenstein,Women,32,Married
97798,Turks and Caicos Islands,Women,90,Single
97799,Iran (Islamic Republic of),Men,93,Married
97800,Singapore,Men,52,Married
97801,Turks and Caicos Islands,Women,30,Married
97802,Antigua and Barbuda,Women,15,Single
97803,Libya,Women,51,Married
97804,Thailand,Women,59,Married
97805,Ireland,Women,38,Married
97806,French Polynesia,Men,99,Married
97807,China,Men,50,Married
97808,Argentina,Men,94,Married
97809,Croatia,Men,84,Married
97810,Tajikistan,Women,30,Married
97811,Oman,Men,21,Single
97812,Netherlands Antilles,Men,50,Divorced
97813,Netherlands,Men,33,Single
97814,San Marino,Men,61,Married
97815,Saint Vincent and the Grenadines,Men,25,Single
97816,Luxembourg,Men,69,Married
97817,Latvia,Men,30,Married
97818,Oman,Women,34,Divorced
97819,Spain,Women,98,Single
97820,Netherlands,Women,83,Single
97821,Algeria,Men,58,Married
97822,Panama,Men,51,Single
97823,Mongolia,Women,26,Single
97824,Gibraltar,Men,21,Single
97825,Jamaica,Women,22,Single
97826,Poland,Men,49,Divorced
97827,Indonesia,Men,69,Married
97828,United Kingdom,Men,38,Single
97829,France,Women,62,Single
97830,Romania,Women,95,Single
97831,Turks and Caicos Islands,Men,50,Married
97832,Switzerland,Men,38,Married
97833,State of Palestine,Men,82,Married
97834,Finland,Men,56,Married
97835,Thailand,Men,82,Married
97836,"China, Hong Kong SAR",Men,73,Married
97837,Brunei Darussalam,Men,57,Married
97838,Netherlands Antilles,Women,18,Single
97839,Aruba,Men,35,Single
97840,Tajikistan,Men,23,Single
97841,Hungary,Men,97,Married
97842,Luxembourg,Men,92,Married
97843,Djibouti,Men,99,Married
97844,State of Palestine,Men,95,Married
97845,"China, Hong Kong SAR",Women,38,Married
97846,Costa Rica,Men,95,Single
97847,Antigua and Barbuda,Men,27,Single
97848,Sudan,Men,85,Married
97849,Spain,Women,83,Single
97850,Greece,Men,81,Married
97851,Estonia,Women,95,Single
97852,Liechtenstein,Women,31,Married
97853,Mozambique,Men,82,Single
97854,Netherlands,Women,71,Divorced
97855,Poland,Men,81,Married
97856,El Salvador,Men,69,Single
97857,Liberia,Men,98,Single
97858,Liberia,Men,26,Single
97859,Sweden,Women,45,Married
97860,Belarus,Women,96,Single
97861,Aruba,Women,38,Married
97862,Bermuda,Men,68,Single
97863,Saudi Arabia,Women,78,Married
97864,Anguilla,Men,25,Single
97865,Republic of Korea,Women,89,Single
97866,Germany,Men,78,Single
97867,Yemen,Women,80,Single
97868,Singapore,Men,31,Married
97869,Switzerland,Men,32,Single
97870,Tonga,Women,73,Single
97871,Aruba,Men,51,Married
97872,Bermuda,Women,81,Married
97873,Norway,Men,70,Married
97874,Philippines,Women,95,Single
97875,Belarus,Women,99,Married
97876,Spain,Men,30,Single
97877,Austria,Men,57,Single
97878,Uruguay,Men,42,Single
97879,Israel,Women,52,Married
97880,Liberia,Men,74,Single
97881,Lao People's Democratic Republic,Women,30,Single
97882,Bulgaria,Women,89,Single
97883,Indonesia,Women,22,Single
97884,New Zealand,Women,36,Married
97885,Poland,Women,89,Single
97886,Bulgaria,Women,96,Single
97887,Chile,Men,32,Single
97888,Lao People's Democratic Republic,Women,19,Single
97889,Mongolia,Women,81,Married
97890,Peru,Men,53,Single
97891,Japan,Women,35,Married
97892,Djibouti,Men,74,Married
97893,United Arab Emirates,Women,86,Single
97894,Hungary,Men,46,Married
97895,Hungary,Women,32,Married
97896,Suriname,Men,86,Married
97897,Netherlands,Women,68,Single
97898,Finland,Women,75,Divorced
97899,French Polynesia,Women,19,Single
97900,Denmark,Women,67,Married
97901,Iran (Islamic Republic of),Women,86,Single
97902,Montenegro,Women,61,Married
97903,Gibraltar,Men,42,Married
97904,Poland,Men,26,Married
97905,Palau,Women,42,Married
97906,Indonesia,Men,81,Divorced
97907,Gibraltar,Men,26,Single
97908,Brazil,Men,23,Single
97909,Gibraltar,Men,92,Married
97910,Argentina,Men,55,Single
97911,San Marino,Women,76,Single
97912,France,Women,93,Married
97913,Bulgaria,Men,64,Married
97914,Slovenia,Men,58,Married
97915,Gibraltar,Women,50,Married
97916,Russian Federation,Women,15,Single
97917,Belgium,Men,59,Divorced
97918,Singapore,Women,30,Married
97919,Costa Rica,Men,52,Married
97920,Romania,Women,37,Single
97921,Bulgaria,Women,18,Single
97922,Kuwait,Women,48,Married
97923,Netherlands Antilles,Men,43,Married
97924,Croatia,Women,87,Single
97925,Azerbaijan,Men,77,Married
97926,"China, Hong Kong SAR",Men,98,Married
97927,Djibouti,Women,88,Single
97928,Uruguay,Women,33,Married
97929,Russian Federation,Men,68,Married
97930,Iran (Islamic Republic of),Men,87,Married
97931,Peru,Women,37,Single
97932,Slovenia,Men,57,Single
97933,Mexico,Women,82,Married
97934,French Polynesia,Men,33,Single
97935,Thailand,Women,50,Single
97936,Estonia,Women,64,Married
97937,Spain,Men,29,Single
97938,Greece,Women,83,Married
97939,Lebanon,Women,26,Single
97940,Syrian Arab Republic,Men,29,Married
97941,Morocco,Men,55,Married
97942,Estonia,Women,65,Single
97943,Cyprus,Men,40,Married
97944,Suriname,Men,47,Single
97945,Mozambique,Men,37,Single
97946,Ecuador,Men,27,Married
97947,Uruguay,Men,44,Married
97948,Panama,Women,63,Single
97949,Japan,Women,76,Married
97950,Panama,Women,92,Single
97951,Lao People's Democratic Republic,Men,89,Single
97952,United Kingdom,Women,72,Single
97953,Russian Federation,Women,29,Married
97954,Panama,Women,62,Single
97955,Belize,Women,79,Single
97956,Cuba,Women,59,Married
97957,Gibraltar,Men,44,Married
97958,Antigua and Barbuda,Women,99,Married
97959,Japan,Women,47,Married
97960,Yemen,Men,53,Married
97961,Croatia,Women,19,Single
97962,Uruguay,Women,58,Married
97963,French Guiana,Women,41,Married
97964,Cyprus,Men,26,Single
97965,Swaziland,Women,73,Married
97966,Israel,Women,78,Married
97967,Brunei Darussalam,Women,46,Married
97968,Argentina,Men,43,Married
97969,Italy,Men,81,Married
97970,Azerbaijan,Women,32,Married
97971,New Zealand,Women,23,Single
97972,Singapore,Women,78,Married
97973,China,Men,60,Divorced
97974,Switzerland,Men,33,Single
97975,Ireland,Men,82,Married
97976,Costa Rica,Men,15,Single
97977,Kyrgyzstan,Women,48,Married
97978,Swaziland,Women,42,Married
97979,Iran (Islamic Republic of),Women,62,Divorced
97980,Azerbaijan,Men,65,Married
97981,Aruba,Women,59,Divorced
97982,Mexico,Men,87,Married
97983,Montenegro,Women,20,Married
97984,Saudi Arabia,Men,65,Married
97985,Saudi Arabia,Women,17,Single
97986,Lesotho,Men,51,Single
97987,Djibouti,Women,55,Married
97988,Philippines,Women,32,Married
97989,Algeria,Men,74,Married
97990,Lithuania,Men,43,Married
97991,Peru,Women,98,Single
97992,Israel,Men,54,Married
97993,Palau,Women,90,Married
97994,Democratic People's Republic of  of Korea,Men,19,Single
97995,Saint Vincent and the Grenadines,Women,90,Single
97996,Denmark,Women,30,Single
97997,Aruba,Women,40,Married
97998,Denmark,Women,45,Divorced
97999,Hungary,Men,46,Married
98000,Cyprus,Women,16,Single
98001,Lithuania,Women,65,Married
98002,Latvia,Women,61,Married
98003,Sudan,Women,57,Married
98004,Iran (Islamic Republic of),Women,44,Married
98005,Réunion,Women,21,Single
98006,Germany,Women,66,Divorced
98007,Latvia,Men,92,Single
98008,Uruguay,Men,79,Married
98009,Spain,Men,34,Married
98010,Denmark,Women,98,Single
98011,Chile,Women,56,Single
98012,Anguilla,Women,88,Single
98013,Democratic People's Republic of  of Korea,Men,97,Married
98014,Turks and Caicos Islands,Men,46,Married
98015,French Guiana,Men,68,Married
98016,Tonga,Men,64,Single
98017,Saint Vincent and the Grenadines,Women,75,Married
98018,State of Palestine,Men,44,Married
98019,Indonesia,Women,72,Single
98020,Romania,Women,58,Divorced
98021,State of Palestine,Men,71,Married
98022,Hungary,Women,80,Single
98023,"China, Hong Kong SAR",Men,48,Married
98024,Austria,Women,32,Single
98025,Faeroe Islands,Men,15,Single
98026,Botswana,Women,56,Single
98027,"China, Hong Kong SAR",Men,42,Single
98028,Aruba,Women,83,Married
98029,Mexico,Women,94,Single
98030,Libya,Women,95,Married
98031,Canada,Men,29,Single
98032,Bermuda,Women,74,Divorced
98033,Mozambique,Women,25,Single
98034,Luxembourg,Women,41,Married
98035,Norway,Men,96,Married
98036,Netherlands,Men,81,Married
98037,Australia,Women,59,Married
98038,Yemen,Men,43,Married
98039,Estonia,Men,26,Married
98040,Romania,Women,16,Single
98041,Saint Vincent and the Grenadines,Women,83,Married
98042,Turks and Caicos Islands,Women,55,Married
98043,Argentina,Women,41,Married
98044,Estonia,Men,72,Married
98045,Canada,Men,35,Married
98046,Sweden,Women,87,Married
98047,Palau,Men,17,Single
98048,Kyrgyzstan,Men,50,Married
98049,Saint Lucia,Men,73,Married
98050,El Salvador,Women,99,Single
98051,Latvia,Women,38,Single
98052,Cayman Islands,Women,66,Divorced
98053,Netherlands Antilles,Men,25,Single
98054,Saint Vincent and the Grenadines,Men,24,Single
98055,Norway,Women,57,Married
98056,Latvia,Women,28,Single
98057,Singapore,Women,24,Single
98058,French Polynesia,Men,44,Single
98059,Kuwait,Women,86,Married
98060,Uruguay,Women,35,Married
98061,Brunei Darussalam,Men,96,Married
98062,Turks and Caicos Islands,Men,67,Married
98063,Palau,Men,63,Married
98064,Oman,Men,78,Single
98065,Singapore,Men,93,Single
98066,Switzerland,Men,15,Single
98067,Mongolia,Women,98,Married
98068,Tonga,Women,34,Married
98069,Oman,Women,94,Single
98070,Russian Federation,Men,16,Single
98071,Montenegro,Men,86,Married
98072,Slovenia,Women,36,Married
98073,Cyprus,Men,32,Married
98074,Albania,Women,41,Married
98075,Peru,Women,51,Married
98076,Democratic People's Republic of  of Korea,Women,79,Married
98077,South Sudan,Men,50,Single
98078,Finland,Men,91,Married
98079,Lao People's Democratic Republic,Women,97,Single
98080,Brazil,Women,21,Married
98081,Dominica,Women,21,Single
